,Country Name,Country Code,Indicator Name,Indicator Code,1960.0,1961.0,1962.0,1963.0,1964.0,1965.0,1966.0,1967.0,1968.0,1969.0,1970.0,1971.0,1972.0,1973.0,1974.0,1975.0,1976.0,1977.0,1978.0,1979.0,1980.0,1981.0,1982.0,1983.0,1984.0,1985.0,1986.0,1987.0,1988.0,1989.0,1990.0,1991.0,1992.0,1993.0,1994.0,1995.0,1996.0,1997.0,1998.0,1999.0,2000.0,2001.0,2002.0,2003.0,2004.0,2005.0,2006.0,2007.0,2008.0,2009.0,2010.0,2011.0,2012.0,2013.0,2014.0,2015.0,2016.0,2017.0,2018.0,2019.0,2020.0,Empty
4,Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.078431372548998,18.6486486486487,12.129840546696999,3.96140172676485,7.9628724963360895,5.88235294117648,7.307692307692309,8.203902827558741,2.54714390872286,1.18578817164948,7.04687397800629,1.9919858524748701,1.2380421057706599,7.616588193964669,-2.97125672435799,-3.2736464106481002,1.9755472615863099,7.91156346581525,1.21434934877203,1.0506075279637501,1.8002259714881204,-0.0907080463222769,-10.5197485358487,-3.6850293872329902,3.44605475040258,-1.3698630136986298,4.19823232323233,0.29999999999998306,5.700000875893981,2.09999958566985,1.9999991044233,,,,
5,Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,3.89351115034491,0.26352599219609396,0.236791508721666,3.41219532054164,-0.0733209252181837,2.22397058936834,3.84824471927561,4.2461393293884395,2.54559958512144,0.116166258723055,-0.18646232109472302,-2.51458450679895,-1.35408480728529,1.9435747091959,4.4455603557938606,5.6188035746038,3.33685137508991,1.7770192295447298,2.6188879917615098,3.14373360901612,3.4707009398889,4.02757460312422,2.95051798049725,5.649874844038581,6.57020271858224,7.01366980352761,7.3719953170369195,5.023262170875769,1.4958461421594098,5.21651142980826,4.4205092362594804,3.12690163955409,4.84606195530719,4.451771133073111,3.0259746662853098,2.2947106335745002,3.11146908085824,2.6683224994654,2.05095858594318,-2.92951095133901,
6,Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.832277812635711,1.41411798058979,11.2297148236429,5.35740325126351,13.8263195479763,3.92498382161573,21.3905283931066,14.3624414692681,0.426354784529209,12.7522870887171,5.60074465808154,2.72454336394854,1.4513146600975502,2.26031420130452,2.64700320195786,1.18922812838034,3.9116034194230003,-1.9347782488959,
7,Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.8697543373827201,3.7630863584964707,7.312636710816389,5.450582247982941,4.03611147590226,-1.75003985311018,-9.5220292231424,1.5056855663683102,15.5186460250435,17.9315505262328,10.8309841035974,3.1650554854513504,4.2215963475325395,10.2305558142525,-2.1249008362006103,8.65343096363786,4.72539768706919,-2.19884718876143,5.2274714083181,1.93851366931898,-6.9502672159335805,-3.3601481940208195,-6.57073848528373,0.498971178423886,5.53599477280233,1.3937726326419602,1.44886498541159,4.87948196346868,2.28592226932625,6.57779412278821,1.12393978272445,2.69588491189685,-1.14854456081397,-0.296739095184222,1.97176883083404,4.652553942829769,3.7086123619284304,3.5561313925167997,1.4414334564334,3.53480535954741,5.4438834037246595,9.99615395061156,5.732397836713929,7.84201261515499,5.887188854859019,5.26461656891112,5.596795232948071,6.166092324033801,6.245776240941349,6.70119384035782,4.93481592162527,5.28632145310172,6.01988861487209,5.9085630945918295,2.8326928447474997,0.11736903125725501,2.27849048863578,2.9277563355027505,3.1986937923556,-0.934727635978504,
8,Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,-4.4000012193616795,0.0,4.20000142834162,6.000002164373,3.49999948953467,2.9000017426512,4.08274863648847,6.1288904762001595,0.0416214618442581,-3.45009868360484,0.9913593014608749,-5.83828073313141,-23.9834174420578,1.3393634364799099,15.0000000288634,13.544369755102599,7.27427735460373,4.691146450935519,2.18148971840458,3.05462423430785,4.2059985561951,13.6656865230232,2.98985001039553,10.952861768710301,15.028915317530197,11.547683178163302,14.010018242632801,11.166138330361399,0.858712615098284,4.403932543437611,3.47197634454024,8.542187642653719,4.95454464636187,4.82262756838996,0.943571561325001,-2.58004964404932,-0.147212941085755,-2.0036297273020103,-0.624644317706895,-4.0405100002535095,
9,Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,5.7456352920068,2.9485968015687,1.1049382618269998,-1.25159664469855,1.78064395977269,5.6372431782518495,-0.7878426550129379,-1.4200396548224898,9.83654897047623,-9.57564016948643,-28.002141656046,-7.18711091636951,9.55941169434753,8.30286659112861,13.322333320080302,9.09999944360231,-10.9199840851035,8.83008770869769,12.889896733188902,6.95003613422918,8.290070027256581,4.5399606404472195,5.530050777933201,5.5099986931984,5.52991480926491,5.900083957380639,5.97998203625438,7.499969560291659,3.3500665279386497,3.7068923010068304,2.5453218447701698,1.4175259921628702,1.00198715014967,1.77448678495493,2.21875223166761,3.31480475341897,3.8021974879680402,4.07130129479023,2.17369228814495,-3.31123944391327,
10,Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,4.64946536081887,8.14974348860618,7.78846720294035,5.61878972962955,0.542205658763677,3.3037870495079305,2.83857556610046,1.46300017893397,0.0415571951294567,2.20872760693067,-0.132474511474285,1.24646111342557,1.7701183169326002,1.78468669356731,2.3214330321997596,3.25332177830622,5.54712217053779,5.09432620323258,4.82703424406891,3.78138758962959,2.54600352306136,0.929214040125956,-1.0314843899989499,2.3831822482117997,2.75750161326249,4.64973866754707,9.06767205144135,3.19479339289236,4.0990789217792996,3.52836236122388,8.11935772169949,4.546362213646531,8.69420371612468,8.135676338373509,5.39779598500422,4.808688699169211,1.55318814103222,-5.559186368505809,-5.30284654348291,-1.9749579996534499,-0.008069753411390929,-4.9744437185350305,-3.54759651549344,2.50446552114518,1.4341403952271599,3.7096780697898595,0.34607188963029495,1.58876549046354,2.01554763848308,-11.9560584192697,
11,Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,15.7787786607057,8.33271374312028,-0.602943497727011,11.5711463930407,9.12712471718891,3.21025047246491,-8.83214217545728,-6.651156144071491,1.5759010373719498,-2.20784217677219,4.74806220037568,-0.435458909898955,5.76240122933092,2.26055284743451,12.735879134949698,2.2067076941759503,5.01662819246691,3.0725618780431603,3.2753351606397403,2.89422710488117,4.6019491284810705,4.25549520550888,5.1374058607165,1.8995984592080801,6.70493959004719,1.64402477060325,0.52837741584348,4.729055801976981,9.074909400372961,5.45680008816511,6.165543812336071,4.635315314843201,5.90022134724968,0.7070187553090359,4.775505264374731,3.9269001202638,6.048720594795129,3.41945292090959,2.71766934770035,3.05892102635978,3.26039376497964,1.0363274943509901,2.21673751854685,1.6620077062406298,-4.380114778387339,
12,United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,16.5268565060148,21.439330170198897,-1.58960331991595,20.9235730770152,23.874774910498,4.659176674065151,-6.719316185707839,-4.7458206999658,4.0169512795941005,-3.59447651736838,-14.9581365645327,3.3819817090087794,-2.61890770383279,12.337891282260001,18.3279855336405,0.8600819457782191,3.3449448618412,1.26119095149724,6.8961485505266795,6.68788646362944,5.79840406132159,8.1903986407705,0.291994348685435,2.90221364464598,10.852704212598601,1.3990850303263,2.43345681036156,8.800540814864322,9.566436637161619,4.85514119630905,9.837319773484891,3.1843901736724,3.1918362761038397,-5.2429219066759005,1.6028099606822899,6.930271629438351,4.4846260849087,5.0533458252665495,4.2843036857948,5.105936983946981,3.06096430837654,2.37353671042347,1.18985563831524,1.6777203729529,,
